INSTNM,STABBR,CONTROL,PREDDEG,COSTT4_A,NPT4_PUB,NPT4_PRIV,MD_EARN_WNE_P10,GRAD_DEBT_MDN,C150_4,UGDS
Los Angeles Southwest College,CA,1,2,14768.0,6683.0,,32172.0,PS,,3793.0
Los Angeles Trade Technical College,CA,1,1,18516.0,10658.0,,35233.0,10500,,10165.0
Los Angeles Valley College,CA,1,2,18625.0,10200.0,,42678.0,10500,,12470.0
The Master's University and Seminary,CA,2,3,48682.0,,32121.0,57106.0,20500,0.6375,1606.0
Los Angeles City College,CA,1,2,16176.0,7532.0,,36190.0,12750,,10857.0
Los Angeles County College of Nursing and Allied Health,CA,1,2,,,,115318.0,9500,,220.0
Los Angeles Mission College,CA,1,2,19525.0,11972.0,,39834.0,12678,,8031.0
Los Medanos College,CA,1,2,13850.0,5692.0,,42454.0,PS,,7100.0
Loyola Marymount University,CA,2,3,75867.0,,45723.0,78349.0,19500,0.7978,7171.0
Lu Ross Academy,CA,3,1,,,15711.0,23148.0,6333,,277.0
Lyle's College of Beauty,CA,3,1,,,19746.0,25913.0,6333,,96.0
Lyle's College of  Beauty,CA,3,1,,,17560.0,25913.0,6333,,77.0
Lytles Redwood Empire Beauty College,CA,3,1,,,24603.0,20358.0,8682,,114.0
MTI College,CA,3,1,,,20336.0,45328.0,8836,,1025.0
College of Marin,CA,1,2,23789.0,15517.0,,42654.0,10062,,3928.0
Mendocino College,CA,1,2,16746.0,7500.0,,40243.0,10836,,2857.0
Menlo College,CA,2,3,69879.0,,27032.0,76419.0,21750,0.5133,811.0
Merced College,CA,1,2,12722.0,4260.0,,37815.0,PS,,9677.0
Merritt College,CA,1,2,22559.0,14742.0,,44392.0,PS,,5153.0
Northeastern University Oakland,CA,2,3,,,,92538.0,24250,,542.0
MiraCosta College,CA,1,1,15713.0,7178.0,,43845.0,9000,0.411,10474.0
Mission College,CA,1,2,15047.0,5198.0,,50936.0,PS,,5557.0
Modern Beauty Academy,CA,3,1,,,11582.0,22477.0,PS,,62.0
Modesto Junior College,CA,1,2,14769.0,10176.0,,42368.0,PS,0.261,14714.0
Moler Barber College,CA,3,1,,,22135.0,15204.0,10556,,335.0
Middlebury Institute of International Studies at Monterey,CA,2,3,,,,76310.0,13857,,8.0
Monterey Peninsula College,CA,1,2,21993.0,13498.0,,42176.0,PS,,5759.0
Moorpark College,CA,1,2,9685.0,742.0,,49044.0,9500,,12011.0
Mt San Antonio College,CA,1,2,12077.0,3107.0,,46283.0,5880,,25311.0
Mount Saint Mary's University,CA,2,3,64637.0,,25009.0,72379.0,25949,0.5342,1746.0
Mt San Jacinto Community College District,CA,1,2,15091.0,7098.0,,38319.0,PS,,14859.0
Musicians Institute,CA,3,1,41795.0,,37793.0,32778.0,PS,0.4596,735.0
Napa Valley College,CA,1,2,21563.0,14046.0,,49517.0,10147,,3205.0
National Holistic Institute,CA,3,1,,,29199.0,27978.0,9500,,1134.0
National University,CA,2,3,37116.0,,31058.0,67548.0,25000,0.5,9725.0
Naval Postgraduate School,CA,1,4,,,,,,,
Newschool of Architecture and Design,CA,3,3,57642.0,,48616.0,68891.0,31000,0.5094,212.0
North Adrian's College of Beauty Inc,CA,3,1,,,20347.0,27269.0,11000,,213.0
North-West College-Pomona,CA,3,1,,,33256.0,39876.0,9500,,315.0
North-West College-West Covina,CA,3,1,,,28408.0,37542.0,9500,,635.0
North-West College-Van Nuys,CA,3,1,,,33464.0,32488.0,9500,,225.0
San Francisco Bay University,CA,2,3,,,,,,,62.0
Notre Dame de Namur University,CA,2,3,,,,74576.0,25000,0.3155,14.0
Occidental College,CA,2,3,80636.0,,39329.0,75951.0,23000,0.8511,1844.0
Ohlone College,CA,1,2,22906.0,14130.0,,54278.0,PS,,6958.0
Orange Coast College,CA,1,1,13191.0,4754.0,,47348.0,9500,,16117.0
Otis College of Art and Design,CA,2,3,71880.0,,45864.0,58152.0,27000,0.6059,1242.0
Oxnard College,CA,1,2,9317.0,659.0,,41393.0,PS,,6059.0
Hope International University,CA,2,3,51153.0,,27653.0,49697.0,23000,0.4565,549.0
Concorde Career College-San Diego,CA,3,1,,,24477.0,39169.0,9500,,178.0
Palo Alto University,CA,2,3,,,,83187.0,20500,,19.0
Pacific Oaks College,CA,2,3,,,,52485.0,29105,,346.0
Pacific School of Religion,CA,2,4,,,,,PS,,
Pacific States University,CA,2,4,,,,,PS,1.0,17.0
Pacific Union College,CA,2,3,47244.0,,20979.0,70484.0,27500,0.5147,910.0
University of the Pacific,CA,2,3,68173.0,,25926.0,78445.0,19500,0.6782,3247.0
Palo Verde College,CA,1,2,21205.0,10543.0,,36389.0,PS,,2909.0
Palomar College,CA,1,1,13997.0,5247.0,,42300.0,PS,,16167.0
Pasadena City College,CA,1,2,12166.0,3123.0,,43937.0,6651,,20624.0
Pepperdine University,CA,2,3,85202.0,,45409.0,82939.0,23510,0.8467,3629.0
Pitzer College,CA,2,3,82832.0,,31663.0,69512.0,16750,0.8321,1191.0
Point Loma Nazarene University,CA,2,3,56664.0,,50168.0,63998.0,22990,0.7379,3132.0
Pomona College,CA,2,3,81196.0,,19424.0,77779.0,11782,0.9319,1638.0
Porterville College,CA,1,2,12522.0,3728.0,,36328.0,PS,,2775.0
Professional Institute of Beauty,CA,3,1,,,13152.0,16886.0,3001,,90.0
Santa Ana College,CA,1,1,11848.0,3854.0,,43552.0,6871,0.3151,22011.0
RAND School of Public Policy,CA,2,4,,,,,,,
Shasta School of Cosmetology,CA,3,1,,,26582.0,,PS,,101.0
University of Redlands,CA,2,3,70233.0,,22867.0,72690.0,26000,0.7068,2095.0
College of the Redwoods,CA,1,2,12251.0,3214.0,,36243.0,8080,,3514.0
Salon Success Academy-Upland,CA,3,1,,,16626.0,26956.0,7177,,238.0
Salon Success Academy-Corona,CA,3,1,,,12983.0,22412.0,7177,,216.0
Rio Hondo College,CA,1,2,19308.0,11903.0,,44950.0,5500,0.2713,15365.0
Riverside City College,CA,1,2,12427.0,4026.0,,41091.0,8000,,17361.0
Dongguk University Los Angeles,CA,2,4,,,,,PS,,4.0
Sacramento City College,CA,1,2,13062.0,3974.0,,42214.0,10500,,16952.0
Saddleback College,CA,1,2,11792.0,2976.0,,50874.0,9500,,15959.0
Samuel Merritt University,CA,2,3,,,,143238.0,20825,,712.0
San Diego City College,CA,1,2,13255.0,-818.0,,38503.0,7689,,10584.0
San Diego Mesa College,CA,1,2,12964.0,-904.0,,45120.0,4725,0.3375,15899.0
San Diego Miramar College,CA,1,2,11428.0,-2735.0,,48224.0,6750,,10740.0
San Diego State University,CA,1,3,27357.0,16174.0,,64909.0,15000,0.7827,33654.0
University of San Diego,CA,2,3,74879.0,,31265.0,86522.0,22940,0.8158,5619.0
San Francisco Conservatory of Music,CA,2,3,78209.0,,42448.0,,27000,0.5246,215.0
San Francisco State University,CA,1,3,25258.0,12882.0,,68077.0,15371,0.5015,20033.0
University of San Francisco,CA,2,3,76421.0,,39495.0,89812.0,23000,0.7113,5697.0
San Joaquin College of Law,CA,2,4,,,,,PS,,
San Joaquin Delta College,CA,1,2,17137.0,8508.0,,43212.0,7500,,13964.0
San Joaquin Valley College-Visalia,CA,3,1,,,29092.0,38317.0,10674,0.339,2270.0
San Joaquin Valley College-Bakersfield,CA,3,1,,,23393.0,38317.0,10674,,820.0
William Jessup University,CA,2,3,52172.0,,25300.0,56257.0,23700,0.6071,1021.0
San Jose City College,CA,1,1,24038.0,16658.0,,46215.0,PS,,7039.0
San Jose State University,CA,1,3,25695.0,13741.0,,78988.0,15000,0.6465,26757.0
College of San Mateo,CA,1,2,11875.0,1504.0,,54172.0,14695,,7359.0
Santa Barbara City College,CA,1,2,18682.0,10029.0,,47647.0,11000,,10070.0
Santa Clara University,CA,2,3,77768.0,,50959.0,109183.0,19162,0.8845,6235.0
Santa Monica College,CA,1,2,11353.0,3600.0,,42193.0,6450,0.3583,21194.0
Santa Rosa Junior College,CA,1,1,13649.0,5541.0,,47224.0,9500,,14327.0
Saybrook University,CA,2,4,,,,,PS,,
Scripps College,CA,2,3,83330.0,,38802.0,77539.0,13500,0.8712,1077.0
College of the Sequoias,CA,1,2,8553.0,29.0,,39092.0,4500,,10752.0
Shasta Bible College and Graduate School,CA,2,3,,,,28891.0,PS,0.3333,12.0
Shasta College,CA,1,2,11881.0,3743.0,,39269.0,14250,0.2913,5536.0
Sierra College,CA,1,2,12628.0,4462.0,,45294.0,10500,,13455.0
Sierra College of Beauty,CA,3,1,,,11519.0,18519.0,PS,,245.0
Trinity Law School,CA,2,4,,,,46989.0,26082,,
Simpson University,CA,2,3,52366.0,,27923.0,54340.0,18750,0.4167,751.0
College of the Siskiyous,CA,1,2,14448.0,7241.0,,39098.0,10750,,1080.0
Charles A Jones Career and Education Center,CA,1,1,,15980.0,,41047.0,5512,,90.0
Skyline College,CA,1,2,10461.0,-1180.0,,55702.0,PS,0.4141,7132.0
San Bernardino Valley College,CA,1,1,14655.0,8234.0,,39676.0,PS,,11106.0
Saint Mary's College of California,CA,2,3,73655.0,,31198.0,78812.0,23691,0.6899,2024.0
Solano Community College,CA,1,2,11440.0,3869.0,,44170.0,12000,0.3377,7688.0
Sonoma State University,CA,1,3,24739.0,13801.0,,65986.0,16705,0.6052,5374.0
South Baylo University,CA,2,4,,,,,PS,,
South Coast College,CA,3,1,25025.0,,22480.0,44897.0,20938,,241.0
Vanguard University of Southern California,CA,2,3,50178.0,,19761.0,59541.0,22000,0.5586,1975.0
Concorde Career College-Garden Grove,CA,3,1,,,22610.0,45711.0,13000,,202.0
Southwestern College,CA,1,2,19717.0,10893.0,,40060.0,4500,,16640.0
Starr King School for the Ministry,CA,2,4,,,,,PS,,
Marshall B Ketchum University,CA,2,4,,,,,PS,,
Southern California Institute of Architecture,CA,2,3,67014.0,,37535.0,71909.0,PS,0.7,236.0
University of Southern California,CA,2,3,84678.0,,31927.0,92498.0,18000,0.9199,20817.0
Southwestern Law School,CA,2,4,,,,,PS,,
Taft College,CA,1,2,13012.0,2699.0,,38861.0,PS,,3216.0
Claremont School of Theology,CA,2,4,,,,,PS,,
Thomas Aquinas College,CA,2,3,40000.0,,25032.0,55619.0,18000,0.8202,539.0
Epic Bible College & Graduate School,CA,2,3,,,,37822.0,PS,0.0,60.0
UEI College-Huntington Park,CA,3,1,,,26959.0,31141.0,9500,,1036.0
Concorde Career College-San Bernardino,CA,3,1,,,23161.0,39993.0,9500,,260.0
Concorde Career College-North Hollywood,CA,3,1,,,23584.0,50552.0,9500,,143.0
Ventura College,CA,1,2,9762.0,2257.0,,43430.0,13876,,9971.0
The Colleges of Law at Ventura,CA,2,4,,,,,PS,,
Bridges Beauty College,CA,3,1,,,20849.0,17287.0,PS,,80.0
Victor Valley College,CA,1,1,11786.0,3228.0,,36119.0,PS,,12107.0
Berkeley City College,CA,1,2,17110.0,8957.0,,41217.0,PS,,4541.0
Walden University,MN,3,3,,,,42810.0,20834,0.0,7337.0
Waynes College of Beauty,CA,3,1,,,17652.0,,6333,,46.0
Coalinga College,CA,1,2,17249.0,8626.0,,37633.0,6750,,2177.0
West Los Angeles College,CA,1,2,15839.0,7131.0,,38537.0,13500,0.2138,7277.0
West Valley College,CA,1,2,13351.0,1842.0,,51688.0,PS,,6086.0
Carrington College-Sacramento,CA,3,1,,,37143.0,39633.0,11537,0.518,2262.0
Westminster Theological Seminary in California,CA,2,4,,,,,,,
Westmont College,CA,2,3,68826.0,,32926.0,64778.0,23250,0.7009,1310.0
Whittier College,CA,2,3,63925.0,,29871.0,59492.0,24937,0.6339,812.0
Woodbury University,CA,2,3,58180.0,,28248.0,65668.0,26960,0.5478,825.0
The Wright Institute,CA,2,4,,,,,PS,,
Thomas Jefferson School of Law,CA,2,4,,,,,PS,,
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,CA,2,3,27600.0,,12258.0,48361.0,PS,0.2,157.0
Yuba College,CA,1,2,12200.0,3573.0,,39552.0,PS,,4311.0
Adams State University,CO,1,3,23800.0,14173.0,,44372.0,19500,0.3165,1239.0
Aims Community College,CO,1,1,14478.0,9535.0,,41887.0,6844,0.3507,3182.0
Arapahoe Community College,CO,1,1,16348.0,10790.0,,48341.0,11884,0.2679,5392.0
Bel-Rea Institute of Animal Technology,CO,3,2,29807.0,,24961.0,39506.0,20372,,161.0
University of Colorado Denver/Anschutz Medical Campus,CO,1,3,23369.0,19133.0,,64270.0,20500,0.474,10686.0
University of Colorado Colorado Springs,CO,1,3,23713.0,16431.0,,54659.0,20000,0.4534,8870.0
Spartan College of Aeronautics and Technology,CO,3,2,33357.0,,30922.0,59093.0,19188,,321.0
University of Colorado Boulder,CO,1,3,33466.0,21480.0,,69738.0,19500,0.7503,31578.0
Colorado Christian University,CO,2,3,50206.0,,25458.0,50416.0,28312,0.5532,5363.0
Colorado College,CO,2,3,83228.0,,31678.0,65222.0,18257,0.86,2139.0
Concorde Career College-Aurora,CO,3,1,,,16547.0,42456.0,9500,0.6897,196.0
Colorado Mountain College,CO,1,1,13717.0,6342.0,,44127.0,9000,0.259,2821.0
Colorado Northwestern Community College,CO,1,2,21006.0,12316.0,,43526.0,12000,,500.0
Colorado School of Mines,CO,1,3,38556.0,29240.0,,97335.0,23000,0.7944,5801.0
Colorado School of Trades,CO,3,2,,,22635.0,51591.0,20000,,108.0
Colorado State University-Fort Collins,CO,1,3,29696.0,20332.0,,60543.0,20000,0.6691,25148.0
Colorado Technical University-Colorado Springs,CO,3,3,21694.0,,14954.0,37180.0,29832,0.1761,25932.0
Community College of Aurora,CO,1,2,16210.0,7466.0,,44592.0,10500,,3346.0
Technical College of the Rockies,CO,1,1,,3790.0,,45516.0,4750,,142.0
Community College of Denver,CO,1,2,18377.0,9431.0,,39095.0,12495,0.1579,5156.0
Lincoln College of Technology-Denver,CO,3,1,,,32060.0,46396.0,11730,,1104.0
Denver Seminary,CO,2,4,,,,,PS,,
University of Denver,CO,2,3,75020.0,,36037.0,71155.0,21844,0.7795,6059.0
Emily Griffith Technical College,CO,1,1,,7003.0,,35487.0,PS,,5914.0
Fort Lewis College,CO,1,3,25558.0,17339.0,,46349.0,18389,0.4315,3070.0
Front Range Community College,CO,1,1,18087.0,10854.0,,45910.0,12251,0.301,11132.0
Iliff School of Theology,CO,2,4,,,,,,,
International Salon and Spa Academy,CO,3,1,,,20904.0,22332.0,6333,,307.0
Lamar Community College,CO,1,2,19366.0,10328.0,,38719.0,8750,,406.0
Colorado Mesa University,CO,1,3,22883.0,15331.0,,45823.0,22000,0.4152,7604.0
Metropolitan State University of Denver,CO,1,3,22825.0,14294.0,,52093.0,21500,0.2989,14932.0
Morgan Community College,CO,1,1,15797.0,7161.0,,39429.0,8501,0.4607,619.0
Naropa University,CO,2,3,52900.0,,28862.0,28720.0,24712,0.4595,368.0
Nazarene Bible College,CO,2,3,,,,41450.0,34787,,336.0
Northeastern Junior College,CO,1,1,20246.0,13224.0,,39893.0,9376,,825.0
University of Northern Colorado,CO,1,3,26989.0,18457.0,,52231.0,20470,0.5134,5693.0
Otero College,CO,1,1,20413.0,11329.0,,39018.0,10250,,642.0
Pikes Peak State College,CO,1,2,18345.0,9682.0,,40796.0,9000,0.23,9307.0
Pueblo Community College,CO,1,1,19251.0,11063.0,,37434.0,10000,0.3746,3293.0
Red Rocks Community College,CO,1,1,18048.0,9356.0,,46288.0,9500,0.3737,4281.0
Regis University,CO,2,3,54889.0,,22689.0,72105.0,25000,0.6111,2599.0
Rocky Mountain College of Art and Design,CO,3,3,33950.0,,28037.0,42958.0,31000,0.3651,1878.0
Montessori Education Center of the Rockies,CO,2,1,,,13285.0,44643.0,PS,0.9167,6.0
Colorado State University Pueblo,CO,1,3,23891.0,12948.0,,55563.0,21500,0.3798,3028.0
Pickens Technical College,CO,1,1,11474.0,7055.0,,39210.0,PS,,646.0
Intellitec College-Colorado Springs,CO,3,1,,,22051.0,42169.0,11667,,816.0
Intellitec College-Grand Junction,CO,3,1,,,16656.0,31541.0,10769,,1160.0
Trinidad State College,CO,1,1,21373.0,11197.0,,36475.0,8908,0.5572,1168.0
United States Air Force Academy,CO,1,3,,,,,,0.8814,4124.0
Empire Beauty School-Thornton,CO,3,1,,,15322.0,24397.0,10667,,104.0
Western Colorado University,CO,1,3,25426.0,16773.0,,46833.0,20250,0.5067,1653.0
Albertus Magnus College,CT,2,3,56268.0,,32681.0,60144.0,30964,0.4609,882.0
Bais Binyomin Academy,NY,2,2,30640.0,,18646.0,,PS,0.5714,50.0
University of Bridgeport,CT,2,3,52786.0,,24786.0,50323.0,25750,0.4809,1450.0
Central Connecticut State University,CT,1,3,24112.0,16435.0,,58562.0,22300,0.4933,7670.0
Charter Oak State College,CT,1,3,22558.0,15663.0,,64209.0,18683,,1620.0
Cortiva Institute,CT,3,1,,,34368.0,34866.0,11259,,220.0
Connecticut College,CT,2,3,82219.0,,33998.0,75001.0,23500,0.8375,1960.0
Porter & Chester Institute of Hamden,CT,3,1,26012.0,,19011.0,42914.0,12350,,333.0
University of Connecticut,CT,1,3,36572.0,22886.0,,73997.0,21500,0.838,19147.0
Goodwin University,CT,2,2,39745.0,,28544.0,43596.0,33500,0.5833,2761.0
Lincoln Technical Institute-East Windsor,CT,3,1,,,26269.0,38683.0,11250,,971.0
Eastern Connecticut State University,CT,1,3,30805.0,20480.0,,56469.0,24250,0.5814,3377.0
Fairfield University,CT,2,3,73371.0,,46274.0,88794.0,26000,0.8379,4938.0
Paul Mitchell the School-North Haven,CT,3,1,,,13534.0,30900.0,6333,,191.0
Connecticut State Community College,CT,1,2,15360.0,8865.0,,41344.0,9200,,32292.0
Rensselaer at Hartford,CT,2,4,,,,102051.0,23750,,
American Institute-West Hartford,CT,3,1,,,18110.0,28710.0,11979,,396.0
Hartford International University for Religion and Peace,CT,2,4,,,,,PS,,
University of Hartford,CT,2,3,62273.0,,29558.0,60823.0,27000,0.5828,4032.0
Holy Apostles College and Seminary,CT,2,3,20740.0,,16073.0,,12541,1.0,203.0
Mitchell College,CT,2,3,54089.0,,30841.0,39115.0,25150,0.4414,421.0
Lincoln Technical Institute-New Britain,CT,3,1,,,30180.0,38683.0,11250,,783.0
New England Tractor Trailer Training School of Connecticut,CT,3,1,,,15448.0,44444.0,6333,,293.0
University of New Haven,CT,2,3,63970.0,,34089.0,60126.0,27000,0.5925,4799.0
Paier College,CT,3,3,34980.0,,30982.0,,PS,0.5714,183.0
Porter & Chester Institute,CT,3,1,25552.0,,17332.0,41588.0,12000,,1405.0
Post University,CT,3,3,27202.0,,19196.0,38696.0,30157,0.3534,18975.0
Quinnipiac University,CT,2,3,69666.0,,39207.0,83759.0,26000,0.7728,6208.0
Sacred Heart University,CT,2,3,66669.0,,45459.0,75059.0,25000,0.745,6904.0
University of Saint Joseph,CT,2,3,56786.0,,27375.0,59908.0,27000,0.697,825.0
Southern Connecticut State University,CT,1,3,28592.0,20877.0,,55043.0,22250,0.4782,6180.0
Trinity College,CT,2,3,83090.0,,35009.0,90779.0,23000,0.8276,2193.0
United States Coast Guard Academy,CT,1,3,,,,,,0.8789,1081.0
Wesleyan University,CT,2,3,85172.0,,27888.0,73897.0,17000,0.9157,2973.0
Western Connecticut State University,CT,1,3,24534.0,18617.0,,59115.0,24147,0.5025,3434.0
Yale University,CT,2,3,85120.0,,27818.0,100533.0,12975,0.9633,6811.0
Margaret H Rollins School of Nursing at Beebe Medical Center,DE,2,1,,,,72380.0,12000,,43.0
Dawn Career Institute LLC,DE,3,1,,,15731.0,30429.0,9500,,385.0
Delaware Technical Community College-Terry,DE,1,2,13177.0,8033.0,,41448.0,10500,0.1945,11012.0
Delaware State University,DE,1,3,27536.0,15745.0,,49307.0,26000,0.3866,4630.0
University of Delaware,DE,1,3,29347.0,16931.0,,72950.0,24572,0.7878,18812.0
Goldey-Beacom College,DE,2,3,24633.0,,16957.0,59892.0,18900,0.5886,634.0
Schilling-Douglas School of Hair Design,DE,3,1,,,15105.0,27420.0,9833,,166.0
Wilmington University,DE,2,3,19326.0,,15355.0,53844.0,20000,0.2257,8497.0
American University,DC,2,3,71549.0,,41945.0,77370.0,22750,0.7849,7593.0
The Catholic University of America,DC,2,3,73198.0,,32798.0,73250.0,26000,0.8133,3063.0
University of the District of Columbia,DC,1,3,20911.0,14693.0,,44236.0,24872,0.2626,3080.0
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,DC,2,4,,,,,,,
Gallaudet University,DC,2,3,39416.0,,14085.0,43101.0,18000,0.4656,879.0
George Washington University,DC,2,3,80727.0,,37454.0,90873.0,20449,0.8518,10848.0
Georgetown University,DC,2,3,84696.0,,39433.0,103494.0,15500,0.943,7462.0
Howard University,DC,2,3,51450.0,,47919.0,63066.0,24500,0.689,9604.0
Strayer University-District of Columbia,DC,3,3,,,,40092.0,40621,0.0,309.0
National Conservatory of Dramatic Arts,DC,2,1,,,,,PS,,25.0
Trinity Washington University,DC,2,3,35061.0,,12233.0,53804.0,28250,0.444,1415.0
Wesley Theological Seminary,DC,2,4,,,,,PS,,
Atlantic Technical College,FL,1,1,,13018.0,,38560.0,PS,,2672.0
Baptist University of Florida,FL,2,3,20596.0,,8829.0,42836.0,23590,0.6923,248.0
Barry University,FL,2,3,48300.0,,22978.0,55966.0,26997,0.3659,2245.0
Bethune-Cookman University,FL,2,3,29782.0,,14892.0,38518.0,31000,0.2783,2414.0
Lynn University,FL,2,3,60817.0,,38222.0,49006.0,17940,0.5269,2820.0
North Florida Technical College,FL,1,1,,4736.0,,31683.0,PS,,65.0
Eastern Florida State College,FL,1,2,11174.0,5939.0,,37195.0,12250,0.5122,10162.0
Broward College,FL,1,2,24948.0,20077.0,,41939.0,7500,0.3611,23799.0
Albizu University-Miami,FL,2,3,48144.0,,36302.0,41544.0,5500,0.6,225.0
College of Central Florida,FL,1,1,17950.0,12310.0,,38203.0,13000,0.4396,4717.0
Johnson University Florida,FL,2,3,29179.0,,22226.0,40596.0,21500,0.2364,136.0
University of Central Florida,FL,1,3,22819.0,10650.0,,58308.0,18190,0.7515,59095.0
Charlotte Technical College,FL,1,1,15126.0,10076.0,,36349.0,PS,,295.0
Chipola College,FL,1,2,8804.0,832.0,,37378.0,PS,0.6126,1218.0
Lorenzo Walker Technical College,FL,1,1,,12241.0,,36853.0,PS,,767.0
Daytona State College,FL,1,2,11662.0,7201.0,,37096.0,8250,0.4123,9367.0
South University-West Palm Beach,FL,3,3,28722.0,,20494.0,34421.0,26123,0.2143,284.0
Eckerd College,FL,2,3,66936.0,,33011.0,51819.0,27000,0.6756,1984.0
Florida SouthWestern State College,FL,1,2,14644.0,8249.0,,43421.0,8000,0.3854,10613.0
Edward Waters University,FL,2,3,26973.0,,13580.0,34782.0,PS,0.2795,1113.0
Embry-Riddle Aeronautical University-Daytona Beach,FL,2,3,59972.0,,40289.0,84131.0,23666,0.6736,7535.0
Florida Agricultural and Mechanical University,FL,1,3,24047.0,15847.0,,44349.0,23548,0.5194,7516.0
Florida Atlantic University,FL,1,3,21054.0,8001.0,,56746.0,17236,0.6433,23458.0
Florida State College at Jacksonville,FL,1,2,8994.0,2760.0,,42244.0,13562,0.3243,17739.0
Flagler College,FL,2,3,41734.0,,29951.0,49483.0,24250,0.5589,2404.0
Florida College,FL,2,2,32188.0,,22527.0,43445.0,12000,0.5064,589.0
Concorde Career Institute-Jacksonville,FL,3,1,,,27104.0,34098.0,9500,,140.0
Concorde Career Institute-Miramar,FL,3,1,,,25614.0,35442.0,9933,,137.0
Concorde Career Institute-Tampa,FL,3,1,,,24449.0,36288.0,9500,,132.0
AdventHealth University,FL,2,3,38194.0,,31885.0,72282.0,24590,0.3562,1068.0
Florida Institute of Technology,FL,2,3,60387.0,,35300.0,43137.0,27000,0.6545,3235.0
Florida International University,FL,1,3,20556.0,9133.0,,60249.0,16500,0.7387,38761.0
The College of the Florida Keys,FL,1,1,19965.0,13818.0,,42508.0,9500,0.408,823.0
Florida Memorial University,FL,2,3,31940.0,,18675.0,36624.0,30063,0.3023,1299.0
Florida Career College-Miami,FL,3,1,,,34275.0,28928.0,9500,,130.0
Florida School of Massage,FL,3,1,,,12902.0,26752.0,7073,,32.0
Florida Southern College,FL,2,3,57174.0,,29664.0,55294.0,25000,0.6933,2607.0
Florida State University,FL,1,3,23683.0,10997.0,,61675.0,18000,0.8299,31812.0
University of Florida,FL,1,3,21719.0,6351.0,,71588.0,15000,0.9151,34102.0
Fort Pierce Beauty Academy,FL,3,1,,,19631.0,23091.0,7917,,30.0
Full Sail University,FL,3,3,39814.0,,31759.0,38219.0,27000,0.4959,25195.0
George Stone Technical College,FL,1,1,,9098.0,,35234.0,PS,,566.0
George T Baker Aviation Technical College,FL,1,1,,6984.0,,52312.0,PS,,922.0
Gulf Coast State College,FL,1,2,12208.0,2339.0,,38359.0,7147,0.448,3614.0
Key College,FL,3,2,16912.0,,14507.0,42267.0,PS,,16.0
Hillsborough Community College,FL,1,2,10168.0,4929.0,,40782.0,9762,0.332,19998.0
Hobe Sound Bible College,FL,2,3,17545.0,,10888.0,39863.0,PS,0.6071,125.0
Hollywood Institute of Beauty Careers,FL,3,1,,,18597.0,21386.0,6199,,286.0
